Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,Municipality,Maintenance Region,Magisterial District,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
B4706,BRIDGE OVER KAMMANASSIE RIVER,Bridge,Bridge,11/5/2019,DR01673+,11.08,Oudtshoorn,Oudsthoorn,Garden Route (Eden),6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,39,360,No,14040,2,4,4,28,1
B4706,BRIDGE OVER KAMMANASSIE RIVER,Bridge,Bridge,11/5/2019,DR01673+,11.08,Oudtshoorn,Oudsthoorn,Garden Route (Eden),6/30/2022,20. Decks and Slabs, 120. Seal cracks,AS,16,790,m,12640,2,4,1,8,3
B4706,BRIDGE OVER KAMMANASSIE RIVER,Bridge,Bridge,11/5/2019,DR01673+,11.08,Oudtshoorn,Oudsthoorn,Garden Route (Eden),6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),"S5,S7",6,790,L,4740,2,4,1,21,1
B4706,BRIDGE OVER KAMMANASSIE RIVER,Bridge,Bridge,11/5/2019,DR01673+,11.08,Oudtshoorn,Oudsthoorn,Garden Route (Eden),6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,AP",66,1290,m,85140,2,4,1,1,3
B4706,BRIDGE OVER KAMMANASSIE RIVER,Bridge,Bridge,11/5/2019,DR01673+,11.08,Oudtshoorn,Oudsthoorn,Garden Route (Eden),6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1-P3,25,790,L,19750,3,4,1,5,3
B4706,BRIDGE OVER KAMMANASSIE RIVER,Bridge,Bridge,11/5/2019,DR01673+,11.08,Oudtshoorn,Oudsthoorn,Garden Route (Eden),6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),"S1,S2",7,790,L,5530,2,4,1,18,2
B4706,BRIDGE OVER KAMMANASSIE RIVER,Bridge,Bridge,11/5/2019,DR01673+,11.08,Oudtshoorn,Oudsthoorn,Garden Route (Eden),6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),U1,1,670,No,670,1,1,1,149,1
B4706,BRIDGE OVER KAMMANASSIE RIVER,Bridge,Bridge,11/5/2019,DR01673+,11.08,Oudtshoorn,Oudsthoorn,Garden Route (Eden),6/30/2022,02. Guardrail, 466. Replace bolts and washers,"U1,U2",53,360,No,19080,1,1,1,5,3
B4706,BRIDGE OVER KAMMANASSIE RIVER,Bridge,Bridge,11/5/2019,DR01673+,11.08,Oudtshoorn,Oudsthoorn,Garden Route (Eden),6/30/2022,13. Pier Foundations, 118. Repair spall (including honeycombing),P5,10,790,L,7900,2,4,1,13,2
B4708,KRUIS RIVER NO 3,Bridge,Bridge,11/21/2019,MR00363,7.83,Kannaland,,Garden Route (Eden),6/30/2022,09. Superstructure Drainage, 354. Repair scuppers,AS,3,3280,No,9840,2,4,4,41,1
B4708,KRUIS RIVER NO 3,Bridge,Bridge,11/21/2019,MR00363,7.83,Kannaland,,Garden Route (Eden),6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S3,2,790,L,1580,3,4,1,63,1
B4708,KRUIS RIVER NO 3,Bridge,Bridge,11/21/2019,MR00363,7.83,Kannaland,,Garden Route (Eden),6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,BU,35,6540,m,228900,3,4,4,2,3
B4708,KRUIS RIVER NO 3,Bridge,Bridge,11/21/2019,MR00363,7.83,Kannaland,,Garden Route (Eden),6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5700,No,0,0,0,1,9999999,1
B4708,KRUIS RIVER NO 3,Bridge,Bridge,11/21/2019,MR00363,7.83,Kannaland,,Garden Route (Eden),6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,10,360,No,3600,2,4,4,111,1
B4708,KRUIS RIVER NO 3,Bridge,Bridge,11/21/2019,MR00363,7.83,Kannaland,,Garden Route (Eden),6/30/2022,06. Abutments, 120. Seal cracks,BU,14,790,m,11060,3,4,4,36,1
B4708,KRUIS RIVER NO 3,Bridge,Bridge,11/21/2019,MR00363,7.83,Kannaland,,Garden Route (Eden),6/30/2022,03. Waterway, 207. Clear debris,S1,15,790,m3,11850,3,4,4,34,1
B4708,KRUIS RIVER NO 3,Bridge,Bridge,11/21/2019,MR00363,7.83,Kannaland,,Garden Route (Eden),6/30/2022,14. Piers & Columns, 120. Seal cracks,"P1,P2",16,790,m,12640,2,4,4,32,1
B4708,KRUIS RIVER NO 3,Bridge,Bridge,11/21/2019,MR00363,7.83,Kannaland,,Garden Route (Eden),6/30/2022,10. Kerbs / Sidewalks, 207. Clear debris,AS,3,790,m3,2370,2,4,1,42,1
B4718,BRIDGE AT WOETJIES KLOOF,Bridge,Bridge,2/1/2021,TR08801,65.17,George,Oudtshoorn,Garden Route (Eden),6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,2,790,L,1580,2,2,1,63,1
B4718,BRIDGE AT WOETJIES KLOOF,Bridge,Bridge,2/1/2021,TR08801,65.17,George,Oudtshoorn,Garden Route (Eden),6/30/2022,20. Decks and Slabs, 120. Seal cracks,"S1,S2",20,790,m,15800,2,2,1,6,3
B4726,Dorps River Armco,Bridge,Bridge Cellular,11/15/2019,TR03402+,4.28,Prince Albert,Central Karoo,Central Karoo,6/30/2022,05. Waterway, 207. Clear debris,AC,15,790,m3,11850,1,1,4,34,1
B4726,Dorps River Armco,Bridge,Bridge Cellular,11/15/2019,TR03402+,4.28,Prince Albert,Central Karoo,Central Karoo,6/30/2022,05. Waterway, 209. Clear siltation,AC,5,670,m3,3350,1,1,4,119,1
B4726,Dorps River Armco,Bridge,Bridge Cellular,11/15/2019,TR03402+,4.28,Prince Albert,Central Karoo,Central Karoo,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,BE,20,790,m,15800,3,4,1,6,3
B4728,BRIDGE OVER GAMKA RIVER,Bridge,Bridge,11/13/2019,TR05801,5.8,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BU,12,790,m,9480,3,4,4,42,1
B4728,BRIDGE OVER GAMKA RIVER,Bridge,Bridge,11/13/2019,TR05801,5.8,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,08. Surfacing, 502. Resurface or patch,AS,50,790,m2,39500,1,1,9,23,1
B4728,BRIDGE OVER GAMKA RIVER,Bridge,Bridge,11/13/2019,TR05801,5.8,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),AS,59.6,1140,No,67944,3,4,9,13,2
B4728,BRIDGE OVER GAMKA RIVER,Bridge,Bridge,11/13/2019,TR05801,5.8,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,06. Abutments, 120. Seal cracks,BU,15,790,m,11850,3,4,9,76,1
B4730,TROE-TROE RIVER,Bridge,Bridge Cellular,11/7/2019,DR02217+,11.27,Matzikama,West Coast,West Coast,6/30/2022,14. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),AC,16,1140,No,18240,2,4,1,5,3
B4730,TROE-TROE RIVER,Bridge,Bridge Cellular,11/7/2019,DR02217+,11.27,Matzikama,West Coast,West Coast,6/30/2022,08. Guardrails, 953. Ad-hoc item (describe under Remarks),AC,20,1140,No,22800,2,4,1,4,3
B4730,TROE-TROE RIVER,Bridge,Bridge Cellular,11/7/2019,DR02217+,11.27,Matzikama,West Coast,West Coast,6/30/2022,09. Parapets / Handrails, 118. Repair spall (including honeycombing),C1,100,790,L,79000,2,4,1,1,3
B4730,TROE-TROE RIVER,Bridge,Bridge Cellular,11/7/2019,DR02217+,11.27,Matzikama,West Coast,West Coast,6/30/2022,04. Embankment/s, 159. Stone pitching,BE,75,1010,m2,75750,2,4,1,1,3
B4730,TROE-TROE RIVER,Bridge,Bridge Cellular,11/7/2019,DR02217+,11.27,Matzikama,West Coast,West Coast,6/30/2022,10. Walls, 120. Seal cracks,"C1,C3",24,790,m,18960,2,4,1,5,3
B4730,TROE-TROE RIVER,Bridge,Bridge Cellular,11/7/2019,DR02217+,11.27,Matzikama,West Coast,West Coast,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),"C1,C3",100,790,L,79000,2,4,1,1,3
B4730,TROE-TROE RIVER,Bridge,Bridge Cellular,11/7/2019,DR02217+,11.27,Matzikama,West Coast,West Coast,6/30/2022,10. Walls, 103. Clean concrete surface,AC,130,160,m2,20800,2,4,1,5,3
B4730,TROE-TROE RIVER,Bridge,Bridge Cellular,11/7/2019,DR02217+,11.27,Matzikama,West Coast,West Coast,6/30/2022,10. Walls, 120. Seal cracks,C2,12,790,m,9480,2,4,1,11,2
B4730,TROE-TROE RIVER,Bridge,Bridge Cellular,11/7/2019,DR02217+,11.27,Matzikama,West Coast,West Coast,6/30/2022,05. Waterway, 209. Clear siltation,"C1,C3",20,670,m3,13400,2,4,1,7,3
B4735,SOUT RIVER,Bridge,Bridge,11/20/2019,TR02102+,0.04,Saldanha Bay,Saldanha Bay,West Coast,6/30/2022,20. Decks and Slabs, 120. Seal cracks,S3,3,790,m,2370,2,4,4,169,1
B4735,SOUT RIVER,Bridge,Bridge,11/20/2019,TR02102+,0.04,Saldanha Bay,Saldanha Bay,West Coast,6/30/2022,03. Waterway, 153. Backfill scour damage (rock),"S1,S2",20,5820,m3,116400,2,4,4,3,3
B4735,SOUT RIVER,Bridge,Bridge,11/20/2019,TR02102+,0.04,Saldanha Bay,Saldanha Bay,West Coast,6/30/2022,08. Surfacing, 501. Crack seal (asphalt),AS,50,80,m,0,0,0,1,9999999,1
B4735,SOUT RIVER,Bridge,Bridge,11/20/2019,TR02102+,0.04,Saldanha Bay,Saldanha Bay,West Coast,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,10,790,L,7900,1,1,1,13,2
B4735,SOUT RIVER,Bridge,Bridge,11/20/2019,TR02102+,0.04,Saldanha Bay,Saldanha Bay,West Coast,6/30/2022,17. Expansion Joints, 953. Ad-hoc item (describe under Remarks),"BU,AP",15,1140,No,0,0,0,1,9999999,1
B4736,ROAD OVER RAIL AT HOPEFIELD,Bridge,Bridge,11/20/2019,TR02101,53.22,Saldanha Bay,Ceres,West Coast,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,20,790,L,15800,3,4,1,6,3
B4736,ROAD OVER RAIL AT HOPEFIELD,Bridge,Bridge,11/20/2019,TR02101,53.22,Saldanha Bay,Ceres,West Coast,6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),S1,2,1140,No,0,0,0,1,9999999,1
B4736,ROAD OVER RAIL AT HOPEFIELD,Bridge,Bridge,11/20/2019,TR02101,53.22,Saldanha Bay,Ceres,West Coast,6/30/2022,06. Abutments, 101. Apply protective coating,BU,30,510,m2,15300,3,4,4,26,1
B4736,ROAD OVER RAIL AT HOPEFIELD,Bridge,Bridge,11/20/2019,TR02101,53.22,Saldanha Bay,Ceres,West Coast,6/30/2022,07. Wing/ Retaining Walls, 101. Apply protective coating,BU,100,510,m2,51000,3,4,4,8,3
B4737,SWARTBERG RIVER,Bridge,Bridge,11/20/2019,DR01702,7.64,Kannaland,,Garden Route (Eden),6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),S1,1,1140,No,1140,2,4,1,88,1
B4737,SWARTBERG RIVER,Bridge,Bridge,11/20/2019,DR01702,7.64,Kannaland,,Garden Route (Eden),6/30/2022,06. Abutments, 120. Seal cracks,U2,8,790,m,6320,2,4,1,16,2
B4737,SWARTBERG RIVER,Bridge,Bridge,11/20/2019,DR01702,7.64,Kannaland,,Garden Route (Eden),6/30/2022,20. Decks and Slabs, 207. Clear debris,AS,2,790,m3,1580,3,4,1,63,1
B4737,SWARTBERG RIVER,Bridge,Bridge,11/20/2019,DR01702,7.64,Kannaland,,Garden Route (Eden),6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),AS,120,790,L,94800,2,4,1,1,3
B4737,SWARTBERG RIVER,Bridge,Bridge,11/20/2019,DR01702,7.64,Kannaland,,Garden Route (Eden),6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,AP,32,1290,m,41280,2,4,1,2,3
B4737,SWARTBERG RIVER,Bridge,Bridge,11/20/2019,DR01702,7.64,Kannaland,,Garden Route (Eden),6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,AP,32,360,m,11520,2,4,1,9,3
B4737,SWARTBERG RIVER,Bridge,Bridge,11/20/2019,DR01702,7.64,Kannaland,,Garden Route (Eden),6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,10,360,No,3600,3,4,4,111,1
B4737,SWARTBERG RIVER,Bridge,Bridge,11/20/2019,DR01702,7.64,Kannaland,,Garden Route (Eden),6/30/2022,03. Waterway, 207. Clear debris,AS,25,790,m3,19750,1,1,1,5,3
B4737,SWARTBERG RIVER,Bridge,Bridge,11/20/2019,DR01702,7.64,Kannaland,,Garden Route (Eden),6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U2,6,790,L,4740,2,4,1,21,1
B4737,SWARTBERG RIVER,Bridge,Bridge,11/20/2019,DR01702,7.64,Kannaland,,Garden Route (Eden),6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,25,790,No,19750,1,1,1,5,3
B4737,SWARTBERG RIVER,Bridge,Bridge,11/20/2019,DR01702,7.64,Kannaland,,Garden Route (Eden),6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,2,790,L,1580,2,4,1,63,1
B4740,KARMENATJIES RIVER,Bridge,Bridge,11/19/2019,TR02101,43.84,Saldanha Bay,Ceres,West Coast,6/30/2022,06. Abutments, 120. Seal cracks,U1,6,790,m,4740,2,4,1,21,1
B4740,KARMENATJIES RIVER,Bridge,Bridge,11/19/2019,TR02101,43.84,Saldanha Bay,Ceres,West Coast,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BU,20,790,m,15800,2,4,1,6,3
B4740,KARMENATJIES RIVER,Bridge,Bridge,11/19/2019,TR02101,43.84,Saldanha Bay,Ceres,West Coast,6/30/2022,17. Expansion Joints, 316. Replace pressfit seal with silicone,"BU,P1",24,1660,m,39840,2,4,9,23,1
B4740,KARMENATJIES RIVER,Bridge,Bridge,11/19/2019,TR02101,43.84,Saldanha Bay,Ceres,West Coast,6/30/2022,20. Decks and Slabs, 101. Apply protective coating,AS,20,510,m2,0,0,0,1,9999999,1
B4742,SKAAP RIVER,Bridge,Bridge,11/7/2019,DR01452+,1.58,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,24,360,No,8640,1,1,4,46,1
B4742,SKAAP RIVER,Bridge,Bridge,11/7/2019,DR01452+,1.58,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,14. Piers & Columns, 120. Seal cracks,AP,20,790,m,15800,2,4,4,25,1
B4742,SKAAP RIVER,Bridge,Bridge,11/7/2019,DR01452+,1.58,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,18. Longitudinal Members, 118. Repair spall (including honeycombing),AS,10,790,L,7900,1,1,4,51,1
B4743,Road over Rail at Little Brak,Bridge,Bridge,11/7/2019,MR0345,0.73,Mossel Bay,Eden,Garden Route (Eden),6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S3,20,790,L,15800,3,4,4,25,1
B4743,Road over Rail at Little Brak,Bridge,Bridge,11/7/2019,MR0345,0.73,Mossel Bay,Eden,Garden Route (Eden),6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),"BU,AP",1,146090,LS,146090,3,4,9,6,3
B4743,Road over Rail at Little Brak,Bridge,Bridge,11/7/2019,MR0345,0.73,Mossel Bay,Eden,Garden Route (Eden),6/30/2022,17. Expansion Joints, 316. Replace pressfit seal with silicone,"BU,AP",60,1660,m,99600,3,4,9,9,3
B4743,Road over Rail at Little Brak,Bridge,Bridge,11/7/2019,MR0345,0.73,Mossel Bay,Eden,Garden Route (Eden),6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P2,20,790,L,15800,3,4,4,25,1
B4743,Road over Rail at Little Brak,Bridge,Bridge,11/7/2019,MR0345,0.73,Mossel Bay,Eden,Garden Route (Eden),6/30/2022,14. Piers & Columns, 654. Access-using scaffold (< 10 m),P2,1,4910,No,4910,3,4,4,81,1
B4744,ROAD OVER RAIL AT GOEDEHOOP,Bridge,Bridge,11/15/2019,TR02102,24.96,Saldanha Bay,Ceres,West Coast,6/30/2022,06. Abutments, 101. Apply protective coating,BU,60,510,m2,30600,3,4,1,3,3
B4744,ROAD OVER RAIL AT GOEDEHOOP,Bridge,Bridge,11/15/2019,TR02102,24.96,Saldanha Bay,Ceres,West Coast,6/30/2022,07. Wing/ Retaining Walls, 101. Apply protective coating,BU,120,510,m2,61200,3,4,4,7,3
B4744,ROAD OVER RAIL AT GOEDEHOOP,Bridge,Bridge,11/15/2019,TR02102,24.96,Saldanha Bay,Ceres,West Coast,6/30/2022,14. Piers & Columns, 101. Apply protective coating,P1,30,510,m2,15300,3,4,4,26,1
B4744,ROAD OVER RAIL AT GOEDEHOOP,Bridge,Bridge,11/15/2019,TR02102,24.96,Saldanha Bay,Ceres,West Coast,6/30/2022,20. Decks and Slabs, 101. Apply protective coating,AS,30,510,m2,15300,3,4,1,7,3
B4747,BITOU RIVER,Bridge,Bridge,11/1/2019,MR00395,7.09,Bitou,,Garden Route (Eden),6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,"BU,AP",60,360,m,21600,2,4,4,19,2
B4747,BITOU RIVER,Bridge,Bridge,11/1/2019,MR00395,7.09,Bitou,,Garden Route (Eden),6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,50,790,No,0,0,0,1,9999999,1
B4747,BITOU RIVER,Bridge,Bridge,11/1/2019,MR00395,7.09,Bitou,,Garden Route (Eden),6/30/2022,20. Decks and Slabs, 207. Clear debris,AS,2,790,m3,1580,3,4,1,63,1
B4747,BITOU RIVER,Bridge,Bridge,11/1/2019,MR00395,7.09,Bitou,,Garden Route (Eden),6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),"S1,S3",10,790,L,7900,2,4,1,13,2
B4747,BITOU RIVER,Bridge,Bridge,11/1/2019,MR00395,7.09,Bitou,,Garden Route (Eden),6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",60,6540,m,392400,2,4,4,1,3
B4747,BITOU RIVER,Bridge,Bridge,11/1/2019,MR00395,7.09,Bitou,,Garden Route (Eden),6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,60,1010,m,60600,4,4,9,15,2
B4747,BITOU RIVER,Bridge,Bridge,11/1/2019,MR00395,7.09,Bitou,,Garden Route (Eden),6/30/2022,08. Surfacing, 502. Resurface or patch,AS,5,790,m2,3950,1,1,1,25,1
B4747,BITOU RIVER,Bridge,Bridge,11/1/2019,MR00395,7.09,Bitou,,Garden Route (Eden),6/30/2022,03. Waterway, 207. Clear debris,AS,100,790,m3,0,0,0,1,9999999,1
B4747,BITOU RIVER,Bridge,Bridge,11/1/2019,MR00395,7.09,Bitou,,Garden Route (Eden),6/30/2022,08. Surfacing, 702. Traffic accommodation-Low (< 10 000 vpd),AS,1,146090,LS,146090,1,1,1,1,3
B4747,BITOU RIVER,Bridge,Bridge,11/1/2019,MR00395,7.09,Bitou,,Garden Route (Eden),6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,24,360,No,8640,2,4,4,46,1
B4750,Road over road at Somerset West,Bridge,Bridge,11/11/2019,TR00201,40.29,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,BU,50,6540,m,327000,3,4,4,1,3
B4750,Road over road at Somerset West,Bridge,Bridge,11/11/2019,TR00201,40.29,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,20. Decks and Slabs, 103. Clean concrete surface,S1,50,160,m2,8000,3,4,4,50,1
B4750,Road over road at Somerset West,Bridge,Bridge,11/11/2019,TR00201,40.29,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,18. Longitudinal Members, 101. Apply protective coating,S1,15,510,m2,7650,3,4,9,118,1
B4750,Road over road at Somerset West,Bridge,Bridge,11/11/2019,TR00201,40.29,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,17. Expansion Joints, 302. Joint cover plates (replace and refit),BU,4,4060,No,16240,3,4,4,25,1
B4750,Road over road at Somerset West,Bridge,Bridge,11/11/2019,TR00201,40.29,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,10. Kerbs / Sidewalks," 614. Repair sidewalk surface (blocks, screed etc)",S1,3,790,m2,2370,3,4,4,169,1
B4750,Road over road at Somerset West,Bridge,Bridge,11/11/2019,TR00201,40.29,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,10. Kerbs / Sidewalks, 118. Repair spall (including honeycombing),S1,20,790,L,15800,3,4,4,25,1
B4750,Road over road at Somerset West,Bridge,Bridge,11/11/2019,TR00201,40.29,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,06. Abutments, 120. Seal cracks,U1,10,790,m,7900,3,4,4,51,1
B4750,Road over road at Somerset West,Bridge,Bridge,11/11/2019,TR00201,40.29,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,06. Abutments, 103. Clean concrete surface,BU,10,160,m2,1600,3,4,4,250,1
B4750,Road over road at Somerset West,Bridge,Bridge,11/11/2019,TR00201,40.29,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,18. Longitudinal Members, 118. Repair spall (including honeycombing),S1,10,790,L,7900,3,4,9,114,1
B4764,Uilenkraals,Bridge,Bridge,12/2/2019,MR00028+,7.06,Overstrand,Gansbaai,Overberg,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),AP,100,790,L,79000,3,4,9,11,2
B4764,Uilenkraals,Bridge,Bridge,12/2/2019,MR00028+,7.06,Overstrand,Gansbaai,Overberg,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,100,1010,m,101000,3,4,4,4,3
B4764,Uilenkraals,Bridge,Bridge,12/2/2019,MR00028+,7.06,Overstrand,Gansbaai,Overberg,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S7,20,790,L,15800,3,4,1,6,3
B4764,Uilenkraals,Bridge,Bridge,12/2/2019,MR00028+,7.06,Overstrand,Gansbaai,Overberg,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,10,790,L,7900,2,4,1,13,2
B4764,Uilenkraals,Bridge,Bridge,12/2/2019,MR00028+,7.06,Overstrand,Gansbaai,Overberg,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,56,360,No,20160,3,4,9,45,1
B4764,Uilenkraals,Bridge,Bridge,12/2/2019,MR00028+,7.06,Overstrand,Gansbaai,Overberg,6/30/2022,07. Wing/ Retaining Walls, 101. Apply protective coating,BU,40,510,m2,20400,3,4,4,20,2
B4764,Uilenkraals,Bridge,Bridge,12/2/2019,MR00028+,7.06,Overstrand,Gansbaai,Overberg,6/30/2022,06. Abutments, 120. Seal cracks,BU,50,790,m,39500,3,4,9,23,1
B4764,Uilenkraals,Bridge,Bridge,12/2/2019,MR00028+,7.06,Overstrand,Gansbaai,Overberg,6/30/2022,06. Abutments, 101. Apply protective coating,BU,120,510,m2,61200,3,4,9,15,2
B4764,Uilenkraals,Bridge,Bridge,12/2/2019,MR00028+,7.06,Overstrand,Gansbaai,Overberg,6/30/2022,20. Decks and Slabs, 207. Clear debris,AS,3,790,m3,2370,3,4,4,169,1
B4764,Uilenkraals,Bridge,Bridge,12/2/2019,MR00028+,7.06,Overstrand,Gansbaai,Overberg,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S7,60,790,L,47400,3,4,4,8,3
B4764,Uilenkraals,Bridge,Bridge,12/2/2019,MR00028+,7.06,Overstrand,Gansbaai,Overberg,6/30/2022,20. Decks and Slabs, 101. Apply protective coating,AS,1000,510,m2,510000,3,4,4,1,3
B4764,Uilenkraals,Bridge,Bridge,12/2/2019,MR00028+,7.06,Overstrand,Gansbaai,Overberg,6/30/2022,17. Expansion Joints, 953. Ad-hoc item (describe under Remarks),BU,25,1140,No,28500,3,4,9,32,1
B4764,Uilenkraals,Bridge,Bridge,12/2/2019,MR00028+,7.06,Overstrand,Gansbaai,Overberg,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,AP,100,6540,m,654000,3,4,9,1,3
B4764,Uilenkraals,Bridge,Bridge,12/2/2019,MR00028+,7.06,Overstrand,Gansbaai,Overberg,6/30/2022,14. Piers & Columns, 101. Apply protective coating,AP,500,510,m2,255000,3,4,9,4,3
B4764,Uilenkraals,Bridge,Bridge,12/2/2019,MR00028+,7.06,Overstrand,Gansbaai,Overberg,6/30/2022,13. Pier Foundations, 120. Seal cracks,AP,30,790,m,23700,3,4,9,38,1
B4764,Uilenkraals,Bridge,Bridge,12/2/2019,MR00028+,7.06,Overstrand,Gansbaai,Overberg,6/30/2022,01. Approach Embankment, 155. Earth backfill,BU,3,670,m3,2010,2,4,4,199,1
B4774,BUFFELS RIVER NO 1,Bridge,Bridge,11/22/2019,TR08303,24.72,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,01. Approach Embankment, 155. Earth backfill,BU,2,670,m3,0,0,0,1,9999999,1
B4774,BUFFELS RIVER NO 1,Bridge,Bridge,11/22/2019,TR08303,24.72,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,18. Longitudinal Members, 953. Ad-hoc item (describe under Remarks),AS,10,1140,No,11400,4,4,1,9,3
B4774,BUFFELS RIVER NO 1,Bridge,Bridge,11/22/2019,TR08303,24.72,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,18. Longitudinal Members, 953. Ad-hoc item (describe under Remarks),AS,10,1140,No,0,0,0,1,9999999,1
B4774,BUFFELS RIVER NO 1,Bridge,Bridge,11/22/2019,TR08303,24.72,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,17. Expansion Joints, 316. Replace pressfit seal with silicone,AP,20,1660,m,33200,3,4,1,3,3
B4774,BUFFELS RIVER NO 1,Bridge,Bridge,11/22/2019,TR08303,24.72,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,17. Expansion Joints, 312. Repair concrete at joint up-turns,AP,10,790,L,7900,3,4,1,13,2
B4774,BUFFELS RIVER NO 1,Bridge,Bridge,11/22/2019,TR08303,24.72,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,14. Piers & Columns, 953. Ad-hoc item (describe under Remarks),AP,10,1140,No,0,0,0,1,9999999,1
B4774,BUFFELS RIVER NO 1,Bridge,Bridge,11/22/2019,TR08303,24.72,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BU,3,790,m,0,0,0,1,9999999,1
B4774,BUFFELS RIVER NO 1,Bridge,Bridge,11/22/2019,TR08303,24.72,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",U1,3,670,m,2010,1,1,1,50,1
B4774,BUFFELS RIVER NO 1,Bridge,Bridge,11/22/2019,TR08303,24.72,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,03. Waterway, 207. Clear debris,AS,1,790,m3,790,1,1,1,127,1
B4775,WATERFALLS RIVER,Bridge,Bridge,11/15/2019,MR00313+,3.48,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P3,5,790,L,3950,1,1,4,101,1
